ID,age,male,friend_cnt,avg_friend_age,avg_friend_male,friend_country_cnt,subscriber_friend_cnt,songsListened,lovedTracks,posts,playlists,shouts,adopter,tenure,good_country
377,24,0,2,23,0.5,1,0,166,26,0,0,14,0,41,0
378,32,0,17,28.08333333,1,6,1,9343,72,0,0,10,0,36,0
379,26,1,6,24.75,0.2,3,1,50117,15,1,1,22,0,51,0
380,16,0,5,17,0.75,1,0,541,5,0,2,5,0,27,1
381,17,0,7,20.14285714,0.833333333,1,0,19,5,0,1,5,0,11,0
382,18,1,16,20,0.8,5,0,24784,103,0,0,5,0,24,0
383,20,1,86,20.33333333,0.620253165,23,1,25064,62,0,1,65,0,39,0
384,22,1,2,22.5,0.5,1,0,1710,48,0,0,1,0,65,1
385,28,1,5,25.25,1,1,0,12477,26,6,0,0,0,72,0
386,17,1,199,18.92592593,0.784530387,26,2,6699,12,0,0,2,0,18,0
387,22,1,3,21,0,1,0,61286,63,1,1,4,0,48,0
388,20,1,6,20.66666667,0.8,1,0,17117,45,0,1,4,0,77,1
389,37,0,1,41,1,1,1,1634,1,0,1,2,0,58,1
390,28,1,18,30.77777778,0.642857143,5,0,1931,7,1,7,1,0,45,1
391,26,1,1,33,0,1,0,2594,7,0,1,0,0,79,1
392,23,1,12,24,0.818181818,1,1,17094,0,0,1,1,0,61,0
393,23,1,16,25.5,0.733333333,1,0,60472,0,0,0,9,0,70,1
394,31,0,2,49,1,2,0,7528,66,0,1,4,0,43,0
395,27,0,1,27,0,1,0,1894,0,0,0,1,0,35,0
396,12,0,2,27.5,0.5,2,0,2178,2,0,0,24,0,26,0
397,23,1,5,22.2,0.4,1,0,3194,6,0,0,3,0,35,0
398,30,1,27,28.42857143,0.875,2,0,64803,0,1,0,0,0,83,0
399,24,0,42,28.69230769,0.866666667,4,0,4224,0,0,0,47,0,44,0
400,21,1,1,23,1,1,0,1466,0,0,0,1,0,71,1
401,31,1,12,30,0.875,5,0,9976,2,1,0,3,0,72,1
402,41,1,7,44,0.5,3,0,4336,30,0,1,4,0,57,0
403,18,0,2,15.5,0,2,0,7777,11,0,2,2,0,15,1
404,19,0,31,20.52380952,0.148148148,9,1,29365,664,0,2,112,0,24,1
405,19,1,192,19.28148148,0.93877551,27,2,5963,779,1,0,203,0,5,1
406,29,1,1,28,1,1,0,9,0,0,0,1,0,16,0
407,30,1,3,27,1,1,0,6157,3,0,1,9,0,50,0
408,18,0,2,24,0.5,1,0,4897,0,0,0,2,0,74,0
409,18,0,39,22.36666667,0.666666667,12,0,24000,195,3,0,0,0,41,0
410,19,0,2,21.5,0,1,0,194,126,0,0,1,0,72,1
411,34,0,3,31,0,1,0,14,2,0,2,4,0,29,1
412,35,0,1,33,1,1,0,795,99,0,0,0,0,70,1
413,21,1,3,21.33333333,0,2,0,72,24,0,1,1,0,34,0
414,21,1,9,20.85714286,1,2,0,26742,143,1,2,27,0,65,1
415,21,1,5,21.5,1,1,0,2231,15,0,0,2,0,33,1
416,16,0,53,21.14285714,0.375,19,1,6998,239,1,0,83,0,6,0
417,20,1,15,20.42857143,0.666666667,1,0,34854,9,4,0,63,0,68,1
418,25,1,7,33.25,1,3,0,12080,31,1,0,12,0,62,0
419,33,1,4,32.5,0.5,2,0,924,5,0,1,0,0,48,0
420,53,0,42,22.59259259,0.675675676,7,2,113577,31,12,1,232,0,60,0
421,22,1,32,20.82608696,0.448275862,9,0,35062,86,0,0,23,0,38,0
422,26,0,3,19.66666667,0,1,0,423,1,1,1,5,0,55,0
423,27,0,32,24.75862069,0.8,9,0,26697,158,0,0,22,0,79,1
424,30,0,4,34,0.75,4,1,10332,27,0,0,3,0,45,1
425,21,1,13,21.3,0.666666667,5,0,23507,74,2,1,4,0,58,1
426,24,0,18,23.46153846,0.5625,2,0,20461,2,0,1,23,0,55,1
427,28,1,2,20,1,1,0,2,0,0,0,2,0,23,1
428,23,0,9,23,0.571428571,3,0,3507,87,0,1,4,0,16,0
429,23,0,1,20,1,1,0,510,1,0,1,1,0,50,1
430,19,1,3,22,0,2,0,0,0,0,0,3,0,41,0
431,28,1,32,26.45454546,0.461538462,8,0,34166,75,6,2,29,0,69,0
432,25,0,4,24,1,0,0,39,0,0,0,2,0,52,0
433,22,1,4,21.25,1,3,0,120,42,0,0,1,0,33,0
434,20,1,16,22.41666667,0.384615385,7,0,32968,4,3,1,151,0,47,0
435,20,1,1,20,1,1,0,209,273,0,0,1,0,4,0
436,26,1,3,27.33333333,1,1,0,10012,0,0,1,0,0,57,1
437,34,1,7,28.75,1,2,1,81125,0,3,0,134,0,35,0
438,26,1,8,25.4,0.5,1,0,14476,0,0,0,0,0,96,1
439,19,0,6,19.2,0,1,0,18,1,0,3,2,0,32,0
440,24,1,9,24.14285714,0.5,3,0,51489,159,0,1,15,0,45,1
441,26,1,4,25.33333333,0,3,0,1092,0,4,1,12,0,53,0
442,30,1,1,29,0,1,0,32,5,0,1,0,0,64,0
443,22,1,49,20.69767442,0.47826087,10,1,7126,5,2,0,56,0,38,1
444,23,1,5,23,0.666666667,4,0,29,0,0,0,2,0,73,0
445,33,1,3,31,0.666666667,2,0,915,0,0,0,0,0,73,0
446,30,1,12,25.2,0.666666667,2,0,14137,21,0,1,2,0,52,0
447,21,1,1,20,0,0,0,0,0,0,0,1,0,27,0
448,19,0,17,20,0.615384615,5,0,3531,98,0,1,2,0,16,1
449,30,1,11,27.125,0.428571429,3,0,32728,2,0,1,6,0,56,0
450,22,0,36,23.30769231,0.172413793,11,0,19,4,1,0,3,0,52,0
451,18,0,24,19.27777778,0.761904762,1,0,8082,25,0,1,0,0,34,0
452,20,1,8,19.66666667,0.5,5,0,43215,68,0,0,14,0,28,0
453,21,1,32,22.39285714,0.774193548,4,1,39840,76,75,1,132,0,78,1
454,20,1,2,27.5,0,1,0,565,5,0,1,2,0,50,1
455,18,1,29,19.10526316,0.545454546,5,0,9234,248,0,0,39,0,18,0
456,22,1,12,21.42857143,0.25,4,1,61578,1,0,0,7,0,37,0
457,28,0,26,25.66666667,0.866666667,6,0,16249,49,0,0,8,0,63,0
458,28,1,2,22,1,0,0,6967,0,0,0,3,0,28,0
459,36,1,7,32.33333333,1,2,0,3299,0,0,0,29,0,62,0
460,21,1,4,23,1,1,0,11249,6,0,1,3,0,65,1
461,20,1,10,24.33333333,0.25,2,1,7674,1,0,0,23,0,67,1
462,21,1,5,19.5,0.666666667,3,0,70,0,0,0,1,0,14,1
463,25,0,33,26.37037037,0.642857143,12,1,39853,151,0,1,0,0,50,0
464,29,1,1,29,1,1,0,1748,0,0,0,0,0,84,1
465,23,1,1,22,0,1,0,373,11,0,1,1,0,58,0
466,26,0,2,27.5,0,2,0,21,0,0,1,1,0,67,0
467,31,1,5,20,0.6,4,0,979,77,0,0,3,0,17,1
468,21,1,9,21.57142857,0.888888889,1,0,10739,34,0,0,8,0,22,1
469,17,1,6,17,0.25,1,0,23271,50,0,0,11,0,43,1
470,24,1,11,20.6,0.571428571,4,1,33387,5,0,0,5,0,83,0
471,26,1,3,26.5,0,1,0,12448,1,0,1,1,0,47,1
472,26,1,11,22,0.875,3,0,7842,24,0,0,6,0,50,1
473,27,0,2,19.5,0.5,1,0,1612,19,0,1,3,0,37,0
474,28,1,1,21,1,1,0,472,0,0,0,0,0,72,0
475,21,1,2,22,1,1,0,56522,0,0,1,4,0,67,0
476,23,0,15,23.63636364,0.230769231,5,1,97481,5,4,1,114,0,67,1
477,26,1,40,28.51515152,0.714285714,8,2,11445,7,30,1,46,0,61,0
478,30,1,23,29.82352941,0.611111111,10,3,11189,0,0,1,18,0,52,0
479,22,1,6,21.75,0.4,2,0,9953,45,0,0,9,0,27,0
480,21,0,20,21.5,0.55,5,1,726,42,0,0,6,0,58,0
481,18,0,2,18,0,1,0,3381,0,0,0,1,0,10,1
482,21,0,2,31,0.5,2,0,10027,131,2,1,40,0,39,0
483,21,0,20,23.73333333,0.666666667,8,1,32099,315,0,1,6,0,32,0
484,22,0,41,24.10714286,0.387096774,2,2,44381,223,2,1,362,0,80,0
485,22,1,17,22.38461539,0.6,1,0,15315,30,0,0,18,0,27,1
486,24,1,5,23.5,0.2,3,0,2050,2,0,1,8,0,52,1
487,30,1,28,31.09090909,0.48,4,3,8134,20,2,1,20,0,64,1
488,15,1,53,27.03125,0.813953488,16,2,1188,387,0,2,24,0,11,1
489,28,1,2,31,0,2,0,27483,0,0,0,3,0,61,1
490,32,1,15,31.6,0.846153846,5,1,1870,106,0,0,0,0,70,1
491,23,1,19,23.76923077,0.5625,8,2,121,5,0,0,8,0,23,0
492,26,0,3,24,1,3,0,354,95,0,1,1,0,59,0
493,16,1,114,21.86486487,0.764044944,30,5,32050,378,0,0,109,0,14,0
494,40,1,8,31,0.8,4,2,4923,139,2,0,10,0,46,1
495,19,1,26,19.90476191,0.666666667,6,1,17962,1,0,1,14,0,45,0
496,41,1,1,38,0,1,0,1593,2,0,0,4,0,49,0
497,31,1,1,28,0,1,1,3800,17,0,1,1,0,30,1
498,25,0,26,25,0.6875,5,2,4897,164,0,0,95,0,63,0
499,22,1,307,22.4212766,0.918149466,43,9,51000,0,1,0,1150,0,48,0
500,23,1,25,23.39130435,0.136363636,7,1,28,14,1,0,41,0,18,0
501,20,0,3,23.5,0,1,0,772,12,0,1,6,0,56,1
502,35,1,2,36,0.5,1,0,168,0,0,1,3,0,55,0
503,25,0,2,25.5,0.5,1,1,1041,37,0,1,2,0,48,0
504,22,1,15,22.16666667,0.357142857,2,0,43996,52,1,2,13,0,63,1
505,50,1,40,25.16129032,0.571428571,17,2,227322,17,1,0,35,0,44,0
506,30,1,4,28,0.333333333,3,0,141473,0,2,0,4,0,88,0
507,24,0,12,23.8,0.727272727,4,0,17395,1,0,0,16,0,72,0
508,24,1,3,22.66666667,0.666666667,1,0,896,0,0,0,0,0,68,0
509,24,1,14,23.07692308,0.846153846,2,0,16878,8,0,1,5,0,48,0
510,37,0,1,30,1,1,0,1586,0,0,0,5,0,68,0
511,21,1,9,23.33333333,0.857142857,1,0,6900,13,8,1,6,0,61,1
512,22,0,4,22.25,0.5,1,0,5819,120,0,0,47,0,44,1
513,22,0,4,23,0.666666667,1,0,49,10,0,0,1,0,10,0
514,31,0,9,22.4,1,2,0,219,21,0,0,3,0,32,1
515,24,0,6,25.8,0.666666667,1,0,0,0,0,0,2,0,10,0
516,26,0,2,25,0.5,1,0,2931,0,0,0,1,0,81,1
517,24,0,13,23.75,0.615384615,2,1,6597,80,1,0,0,0,41,0
518,19,1,12,21.5,0.818181818,4,1,3023,30,8,0,4,0,9,1
519,26,0,5,27.33333333,0.5,1,1,366,35,0,0,3,0,53,0
520,20,1,18,19,0.777777778,3,0,54242,22,0,1,21,0,49,0
521,20,1,1,27,0,1,0,240,0,0,0,1,0,42,1
522,24,1,5,23.75,0.5,1,0,23815,0,0,1,12,0,59,0
523,23,1,5,22.33333333,0.8,1,0,3105,15,2,1,7,0,60,0
524,26,1,9,28.28571429,1,2,0,44289,0,2,1,2,0,82,1
525,22,0,1,23,0,1,0,296,175,0,1,2,0,13,1
526,19,0,24,19.5,0.571428571,2,0,20575,139,37,0,148,0,55,0
527,19,1,21,20.75,0.733333333,2,0,23823,178,3,0,13,0,38,1
528,20,0,19,23.61538462,0.75,1,1,28936,12,0,0,3,0,72,1
529,22,0,4,22.66666667,0.666666667,1,0,33262,37,0,0,8,0,8,1
530,21,0,1,20,1,1,0,519,0,0,0,1,0,53,0
531,31,1,27,23.33333333,0.653846154,3,0,73549,0,1,1,167,0,73,0
532,27,1,24,27.2,0.642857143,5,0,5065,443,0,1,3,0,59,1
533,23,1,2,20,0,1,0,8392,111,0,1,2,0,40,1
534,25,1,28,22.6,0.652173913,4,0,33441,118,0,1,13,0,73,1
535,39,1,11,34,0.833333333,8,2,5964,235,0,1,8,0,53,0
536,20,1,6,21.8,0.833333333,2,0,29772,5,0,1,13,0,59,1
537,19,1,10,19.57142857,0.888888889,4,0,15258,5,0,1,24,0,44,0
538,19,1,8,21.5,0.8,3,0,15498,40,0,0,4,0,34,0
539,22,1,3,25,1,3,0,8385,0,0,0,2,0,31,1
540,29,0,1,31,1,1,0,1119,11,0,1,4,0,36,1
541,32,0,1,31,1,1,0,43,5,0,1,2,0,36,0
542,19,1,2,20,1,1,0,836,0,0,0,2,0,5,1
543,20,0,12,22,0.454545455,3,0,4206,482,0,0,64,0,25,0
544,23,0,2,23,0,1,0,4884,0,0,1,2,0,54,1
545,22,1,2,19,1,1,0,88002,4,0,0,3,0,59,1
546,35,1,6,28.75,0.5,1,0,475,0,0,1,3,0,57,0
547,38,1,7,24.25,0.5,1,0,1202,74,0,0,6,0,44,0
548,18,1,9,19.75,0.222222222,7,0,3233,51,0,0,5,0,31,0
549,29,1,1,29,1,1,0,1043,0,0,0,0,0,84,1
550,24,1,33,22.03225807,0.125,2,1,41765,26,0,0,14,0,31,0
551,20,1,13,25.75,0.5,2,0,34299,0,0,0,8,0,45,1
552,24,0,2,22,0,1,0,0,0,0,0,1,0,38,0
553,28,1,7,28.57142857,0.857142857,1,0,161131,5,0,0,10,0,51,0
554,26,0,4,22,0.666666667,1,0,6886,0,0,1,3,0,42,1
555,20,1,36,20.19230769,0.606060606,10,1,14689,34,0,0,77,0,46,0
556,29,1,1,30,1,1,0,145,1,0,1,1,0,56,0
557,30,1,3,27,1,2,0,3003,1,0,0,0,0,81,0
558,35,1,4,37.25,0.75,1,0,316,0,0,1,8,0,45,1
559,57,1,1,25,0,1,0,1309,1,0,1,2,0,47,0
560,23,0,10,20.71428571,0.714285714,1,0,42114,45,1,0,2,0,74,1
561,38,1,15,29.33333333,0.444444444,8,3,19628,20,0,1,15,0,37,0
562,26,1,9,22.28571429,0.571428571,3,0,40053,9,0,0,6,0,29,0
563,25,1,7,21.5,0,3,0,2717,0,0,1,1,0,6,0
564,26,1,7,34.33333333,1,5,1,7628,228,1,1,1,0,60,0
565,23,0,1,23,1,1,0,1726,2,0,1,19,0,60,0
566,21,1,6,26.5,0.5,4,0,2474,48,0,0,5,0,16,0
567,22,1,28,24.05,0.307692308,6,0,4516,0,1,0,2,0,47,0
568,23,1,5,27.66666667,0.666666667,1,0,1866,220,0,1,1,0,45,0
569,23,1,7,23.2,1,1,0,30810,86,0,0,30,0,30,1
570,23,1,72,23.75862069,0.757575758,12,1,17912,101,22,0,275,0,52,0
571,20,1,45,19.63333333,0.405405405,10,0,36897,193,1,0,41,0,65,1
572,23,1,57,23.45238095,0.347826087,14,2,110755,205,1,1,139,0,35,0
573,21,0,34,21.14285714,0.517241379,6,0,2733,63,1,0,36,0,54,0
574,34,1,5,25.8,0,4,0,2333,28,0,1,1,0,33,0
575,23,0,1,23,1,1,0,5637,17,0,1,1,0,59,1
576,22,1,20,21.4375,0.611111111,3,0,24197,115,2,0,22,0,69,1
577,21,1,60,21.2173913,0.740740741,17,2,49022,125,0,0,71,0,40,0
578,21,0,6,20.8,0.8,1,0,59,3,0,0,17,0,39,0
579,23,0,4,23,0.5,1,0,6356,14,1,1,8,0,46,0
580,25,1,19,25.5625,0.833333333,3,0,30798,19,0,1,5,0,61,1
581,22,0,2,35,0,1,0,21877,16,0,1,29,0,46,0
582,17,1,3,22,0.666666667,2,0,21404,16,0,0,8,0,29,0
583,35,1,28,30.4,0.769230769,13,1,14546,34,7,0,28,0,70,0
584,28,1,25,21.75,0.863636364,10,0,2991,219,0,1,31,0,37,0
585,34,1,3,30.66666667,1,2,0,120,36,0,0,1,0,41,1
586,20,0,72,23.53846154,0.619047619,9,2,10095,34,0,2,89,0,49,0
587,20,1,2,21,0.5,1,0,737,3,0,0,2,0,48,1
588,25,0,7,23.25,0.2,2,0,22113,178,3,1,3,0,59,1
589,27,1,9,24.875,0.666666667,3,0,8141,0,2,0,8,0,74,1
590,21,1,13,23.9,0.846153846,6,0,11777,17,1,1,0,0,56,0
591,21,0,16,21.42857143,0.533333333,1,0,2250,15,0,0,64,0,54,0
592,20,1,11,20.125,0.333333333,7,0,10038,6,1,0,1,0,15,1
593,17,1,2,17,1,1,0,0,1,0,0,1,0,20,0
594,23,0,6,25,0.2,1,1,32045,80,0,0,16,0,80,1
595,21,0,4,22,0.25,1,0,8576,178,0,1,9,0,40,0
596,15,0,7,18.4,0.666666667,2,0,1031,17,0,0,3,0,9,0
597,22,0,1,22,0,1,0,3,0,0,0,1,0,33,0
598,20,0,6,22.5,1,1,0,8535,0,0,0,18,0,62,0
599,22,0,10,21,0.625,4,0,10172,40,0,1,8,0,56,0
600,24,1,11,23.71428571,0.777777778,5,0,57063,37,1,1,13,0,60,0
601,22,1,1,28,0,1,0,6225,24,1,1,0,0,67,1
602,23,0,2,20,1,2,0,0,0,0,1,0,0,65,1
603,31,1,8,26.16666667,0.714285714,4,1,15523,113,0,2,2,0,61,0
604,19,0,20,21.5,0.444444444,5,0,8148,38,0,0,0,0,22,0
605,19,1,1,36,1,1,0,5461,4,0,1,1,0,23,0
606,23,0,1,21,0,1,0,1952,8,0,1,1,0,50,1
607,20,1,46,20.22580645,0.710526316,8,0,107154,51,0,0,33,0,60,1
608,22,0,26,23.29411765,0.666666667,6,0,21100,84,0,0,145,0,43,0
609,20,0,22,21,0.85,5,0,34059,52,2,1,175,0,59,0
610,21,0,1,19,0,1,0,0,0,0,1,2,0,39,1
611,16,0,28,19.95454546,0.291666667,3,0,38537,134,14,0,1671,0,27,0
612,29,1,19,27.36363636,0.875,5,1,31966,199,0,1,3,0,31,0
613,23,1,2,23.5,0,1,0,2667,0,0,0,1,0,50,0
614,26,1,4,25.5,1,1,0,7448,0,0,0,1,0,34,1
615,23,1,25,21.55,0.714285714,2,1,110162,86,1,0,56,0,56,0
616,20,1,3,18.66666667,0.666666667,2,0,2221,46,0,1,3,0,34,1
617,26,1,2,27,0,1,0,48336,33,0,0,2,0,35,0
618,18,1,20,20.4375,0.944444444,1,0,36586,0,21,0,19,0,31,0
619,21,0,1,25,1,1,0,804,2,0,1,2,0,8,0
620,32,0,12,27.6,0,3,1,108316,0,0,0,4,0,80,0
621,25,1,15,23.90909091,0.666666667,3,1,21988,31,2,0,9,0,72,1
622,26,1,14,24.7,0.714285714,1,0,83131,292,0,1,19,0,71,0
623,40,1,6,43.5,0.6,3,1,3618,96,0,1,5,0,52,0
624,23,1,28,22.91304348,0.703703704,2,0,15670,6,0,1,37,0,58,1
625,18,1,3,20.66666667,1,1,0,2919,3,0,0,2,0,29,1
626,28,1,2,31,1,1,0,8719,13,1,0,0,0,53,1
627,42,1,11,23.33333333,0.3,3,1,118737,28,1,0,5,0,50,1
628,26,0,2,24.5,0,1,0,1837,6,0,0,3,0,57,1
629,19,1,19,22,0.714285714,1,0,5978,3,0,0,1,0,19,0
630,26,0,10,23,0.25,7,2,14697,83,0,1,7,0,27,0
631,23,0,29,25.1,0.736842105,2,0,8106,4,0,1,21,0,47,0
632,27,0,1,25,1,1,0,1488,3,0,1,2,0,50,0
633,27,1,7,32,1,4,0,28072,0,0,0,5,0,62,1
634,26,1,10,27.33333333,0.5,6,0,74372,0,0,0,40,0,60,0
635,23,1,9,20.42857143,0.571428571,6,0,282,25,0,0,41,0,43,0
636,22,1,4,22,0.75,1,0,2494,10,0,0,2,0,20,0
637,21,1,20,21.94736842,0.421052632,6,1,8629,216,3,0,19,0,9,0
638,30,1,1,31,0,1,0,361,0,0,1,2,0,68,1
639,28,1,2,25,0.5,2,0,2308,14,0,0,1,0,13,0
640,27,1,5,28,0.75,2,0,6802,2,0,1,21,0,52,0
641,22,0,8,23.85714286,0.625,5,0,16821,92,0,0,63,0,30,0
642,27,1,63,27.26086957,0.538461539,19,2,18685,44,3,1,47,0,61,0
643,33,1,43,29.11111111,0.433333333,10,2,9895,24,0,1,9,0,37,1
644,35,1,4,37,0.5,2,0,7277,119,0,2,1,0,42,1
645,25,1,4,24.5,0.333333333,2,0,6686,45,0,0,7,0,57,1
646,22,0,4,24.25,0.75,1,0,166,37,0,1,3,0,56,0
647,25,1,11,19.5,0.3,1,0,8221,24,0,1,0,0,25,0
648,18,0,2,24,1,1,0,1057,8,0,0,3,0,34,1
649,19,1,27,19.47619048,0.625,12,1,15357,37,1,0,14,0,25,1
650,18,0,1,18,0,1,0,1912,0,0,1,2,0,45,0
651,22,1,1,20,1,1,0,7438,3,0,0,2,0,52,0
652,24,1,14,23.81818182,0.454545455,4,0,3443,521,0,9,1,0,24,1
653,21,1,27,20,0.565217391,3,0,34816,70,1,1,156,0,62,0
654,58,1,1,28,1,1,0,526,0,0,0,1,0,8,0
655,22,1,12,20.4,0.5,8,1,5072,10,0,1,6,0,60,1
656,26,1,3,25.5,0,3,0,71787,0,0,0,1,0,71,0
657,17,1,16,18.25,0.9,1,0,28363,22,0,0,12,0,31,1
658,24,1,33,23,0.90625,16,1,1964,139,0,1,8,0,40,0
659,20,1,6,21.75,0.333333333,2,0,10325,0,0,0,2,0,49,1
660,22,1,1,32,1,1,0,850,2,0,1,1,0,41,0
661,24,1,4,24.75,1,1,0,168,0,0,0,2,0,66,1
662,24,1,8,23.42857143,0.714285714,5,0,4039,12,0,1,33,0,43,0
663,21,1,7,23.57142857,1,1,0,0,0,0,0,1,0,33,0
664,24,1,66,22.875,0.892857143,13,1,31522,0,5,0,8,0,43,0
665,20,1,18,20.625,0.6875,1,0,38072,23,0,1,1,0,42,0
666,22,1,1,22,0,1,0,1161,0,0,0,2,0,9,0
667,24,0,24,23.65,0.523809524,2,0,5405,16,7,1,45,0,55,0
668,25,0,23,28.11764706,0.8,4,2,15993,221,1,1,55,0,54,0
669,31,1,2,30,1,1,0,35483,4,0,0,15,0,58,1
670,31,1,28,29.86666667,0.8,3,2,6954,0,2,1,8,0,57,1
671,17,0,2,17,0.5,2,0,32,12,0,1,16,0,26,1
672,23,1,13,22,0.545454546,4,1,61392,29,0,2,19,0,57,1
673,21,0,2,21.5,1,1,0,514,0,0,0,3,0,34,1
674,24,1,5,20,0.333333333,2,0,13405,0,0,1,19,0,58,1
675,24,0,21,24.52941177,0.428571429,7,0,33079,72,15,0,33,0,86,0
676,20,0,30,24.46153846,0.740740741,14,0,12184,48,1,0,22,0,39,0
677,19,1,8,22.5,0.333333333,4,0,11120,1,0,0,6,0,36,0
678,21,1,31,19.73076923,0.535714286,9,0,17236,42,4,0,148,0,64,0
679,23,1,1,22,1,1,0,6514,141,0,1,7,0,42,0
680,21,0,21,22.625,0.52631579,2,1,19270,53,0,0,0,0,43,0
681,24,1,2,34,0.5,1,0,300,0,0,1,1,0,31,0
682,23,0,8,22.6,0.166666667,2,0,9343,0,0,1,7,0,66,0
683,26,1,86,22.94366197,0.938271605,19,0,47816,74,0,0,20,0,54,0
684,25,1,28,23.38461539,0.259259259,2,0,25421,0,0,0,22,0,74,0
685,27,1,4,28.66666667,1,1,0,930,0,0,1,1,0,47,0
686,21,1,59,22.56818182,0.54,7,0,119434,756,48,1,341,0,57,0
687,32,1,6,32.5,0.4,1,0,10934,15,0,1,12,0,54,1
688,25,0,15,28,0.583333333,6,1,32826,0,0,1,40,0,59,0
689,29,1,2,29,1,1,0,316,17,0,1,3,0,57,1
690,21,0,101,23.44,0.604651163,18,10,105567,246,8,0,155,0,71,0
691,18,1,20,23.14285714,0.571428571,3,1,22231,31,0,1,6,0,45,0
692,20,1,17,19.875,1,1,0,24584,29,2,1,48,0,65,0
693,21,1,37,20.15625,0.588235294,4,0,21956,15,0,0,1,0,36,0
694,38,1,6,21.66666667,0.666666667,5,0,6392,53,0,1,2,0,40,1
695,27,1,103,26,0.511627907,10,11,23417,93,2,0,73,0,71,0
696,19,0,30,19.12,0.28,5,0,40036,10,6,1,7,0,51,0
697,20,0,12,23.09090909,0.727272727,8,0,4964,64,0,0,11,0,19,1
698,27,1,2,22,0,2,0,1762,25,0,0,1,0,33,0
699,32,1,4,34,0,4,1,5,2,0,1,1,0,10,0
700,34,1,15,27.11111111,0.818181818,1,0,16142,11,0,0,4,0,45,0
701,18,0,12,19.2,0.727272727,2,0,951,300,0,1,13,0,34,0
702,31,1,30,26.56521739,0.695652174,8,0,48090,260,1,1,17,0,75,0
703,26,1,3,23.66666667,0.333333333,3,0,309,94,0,0,1,0,86,0
704,24,0,6,21,0.25,2,0,12749,2,0,1,11,0,50,0
705,16,1,11,19.88888889,0.8,3,1,10654,17,1,0,9,0,41,1
706,24,1,15,23.92307692,0.538461539,4,0,125916,129,651,2,54,0,68,1
707,30,1,1,29,1,1,0,26369,0,0,0,0,0,94,0
708,18,1,1,17,0,1,0,2102,2,0,0,1,0,26,0
709,25,1,15,24.41666667,0.538461539,2,0,8695,0,5,0,1,0,84,1
710,32,1,4,28.25,1,2,0,2342,71,0,1,1,0,45,1
711,23,1,6,21.6,0.5,2,0,10310,20,0,0,6,0,13,0
712,32,1,28,31.2,0.714285714,10,0,21461,129,173,2,88,0,51,0
713,27,1,33,26.34782609,0.608695652,3,1,49802,47,1,1,20,0,78,1
714,21,1,23,20.75,0.684210526,3,0,21740,116,0,0,2,0,37,1
715,39,1,20,32.15384615,0.833333333,5,0,16,8,0,1,0,0,50,1
716,25,0,2,27,0,1,0,0,0,0,1,1,0,57,1
717,17,1,4,20.5,0.333333333,1,0,51,6,0,0,2,0,22,0
718,17,1,4,18.75,0.25,2,0,508,0,1,0,6,0,29,1
719,26,1,1,19,1,1,0,13155,2,1,1,0,0,42,0
720,18,0,1,18,1,1,0,0,0,0,0,1,0,51,0
721,38,1,4,44,1,2,0,730,374,0,0,3,0,26,1
722,21,0,8,21.5,0.285714286,2,0,26429,38,0,0,3,0,27,1
723,25,0,4,27.33333333,1,2,0,3941,48,2,0,0,0,80,1
724,21,1,9,22.88888889,0.777777778,2,1,10071,407,0,1,2,0,57,1
725,24,1,5,24,0.75,1,0,2106,0,0,0,2,0,49,1
726,24,1,6,26,0.5,1,0,37962,0,0,1,5,0,48,0
727,21,1,20,26.78571429,0.588235294,6,0,5284,2,8,1,102,0,55,0
728,26,0,4,28.66666667,1,4,0,14911,29,0,0,3,0,29,1
729,22,1,3,23,0.666666667,1,0,4412,0,0,0,0,0,25,1
730,19,0,8,20.6,0.666666667,1,0,16490,1,0,0,24,0,42,1
731,23,0,6,24.6,0.2,4,0,3603,26,0,1,5,0,44,0
732,27,1,52,25.73809524,0.152173913,21,0,17992,3,0,1,12,0,48,0
733,24,1,2,31,1,2,0,56,19,0,0,1,0,52,0
734,15,0,121,16.70833333,0.267241379,22,1,18954,281,4,1,515,0,41,0
735,23,0,21,23.92307692,0.411764706,4,0,55806,50,4,1,31,0,24,0
736,16,1,1,17,0,1,0,0,2,0,1,1,0,10,0
737,22,0,121,22.96808511,0.495145631,18,0,24987,497,0,3,206,0,40,0
738,28,1,63,28.06818182,0.673076923,6,0,20471,84,1,1,21,0,71,0
739,49,1,3,47,0.333333333,1,1,707,16,0,2,7,0,16,1
740,23,0,1,32,1,1,0,1072,11,0,1,2,0,50,0
741,24,0,9,24,0.333333333,1,0,6981,0,0,0,4,0,50,0
742,30,0,3,28.5,0.333333333,1,0,2951,0,0,0,2,0,58,0
743,27,1,6,24,0.2,2,0,762,0,0,0,1,0,59,1
744,17,1,1,17,0,0,0,425,0,0,1,1,0,8,0
745,23,1,15,23.7,0.583333333,2,0,23260,0,0,0,7,0,32,1
746,22,1,20,22.63157895,0.777777778,1,0,8353,5,47,1,5,0,69,0
747,18,0,16,24.41666667,0.8125,5,0,12941,18,0,1,27,0,32,0
748,39,1,2,30,1,1,0,6685,7,0,0,0,0,70,1
749,20,0,5,19.5,0.6,2,0,35165,2681,0,0,0,0,28,0
750,21,1,11,22.71428571,0.888888889,4,0,9363,18,0,1,4,0,49,0
751,21,1,5,19.66666667,0.6,3,0,14903,67,1,1,10,0,46,0
752,32,1,1,23,1,1,0,0,0,0,0,1,0,6,0
